postcode,state,locality,tr
5172,SA,HOPE FOREST,Fleurieu Peninsula
5172,SA,KUITPO COLONY,Fleurieu Peninsula
5172,SA,KYEEMA,Fleurieu Peninsula
5172,SA,MONTARRA,Fleurieu Peninsula
5172,SA,PAGES FLAT,Fleurieu Peninsula
5172,SA,THE RANGE,Fleurieu Peninsula
5172,SA,WHITES VALLEY,Fleurieu Peninsula
5172,SA,WILLUNGA,Fleurieu Peninsula
5172,SA,WILLUNGA HILL,Fleurieu Peninsula
5172,SA,WILLUNGA SOUTH,Fleurieu Peninsula
5172,SA,YUNDI,Fleurieu Peninsula
5173,SA,ALDINGA,Fleurieu Peninsula
5173,SA,ALDINGA BEACH,Fleurieu Peninsula
5173,SA,PORT WILLUNGA,Fleurieu Peninsula
5174,SA,SELLICKS BEACH,Fleurieu Peninsula
5174,SA,SELLICKS HILL,Fleurieu Peninsula
5201,SA,BLACKFELLOWS CREEK,Fleurieu Peninsula
5201,SA,KUITPO,Fleurieu Peninsula
5201,SA,MEADOWS,Adelaide Hills
5201,SA,PARIS CREEK,Fleurieu Peninsula
5201,SA,PROSPECT HILL,Adelaide Hills
5202,SA,HINDMARSH TIERS,Fleurieu Peninsula
5202,SA,MYPONGA,Fleurieu Peninsula
5202,SA,MYPONGA BEACH,Fleurieu Peninsula
5203,SA,BALD HILLS,Fleurieu Peninsula
5203,SA,PARAWA,Fleurieu Peninsula
5203,SA,TORRENS VALE,Fleurieu Peninsula
5203,SA,TUNKALILLA,Fleurieu Peninsula
5203,SA,WATTLE FLAT,Fleurieu Peninsula
5203,SA,YANKALILLA,Fleurieu Peninsula
5204,SA,CAPE JERVIS,Fleurieu Peninsula
5204,SA,CARRICKALINGA,Fleurieu Peninsula
5204,SA,DEEP CREEK,Fleurieu Peninsula
5204,SA,DELAMERE,Fleurieu Peninsula
5204,SA,HAY FLAT,Fleurieu Peninsula
5204,SA,NORMANVILLE,Fleurieu Peninsula
5204,SA,RAPID BAY,Fleurieu Peninsula
5204,SA,SECOND VALLEY,Fleurieu Peninsula
5204,SA,SILVERTON,Fleurieu Peninsula
5204,SA,WIRRINA COVE,Fleurieu Peninsula
5210,SA,MOUNT COMPASS,Fleurieu Peninsula
5210,SA,MOUNT MAGNIFICENT,Fleurieu Peninsula
5210,SA,NANGKITA,Fleurieu Peninsula
5211,SA,BACK VALLEY,Fleurieu Peninsula
5211,SA,CHITON,Fleurieu Peninsula
5211,SA,ENCOUNTER BAY,Fleurieu Peninsula
5211,SA,HAYBOROUGH,Fleurieu Peninsula
5211,SA,HINDMARSH VALLEY,Fleurieu Peninsula
5211,SA,INMAN VALLEY,Fleurieu Peninsula
5211,SA,LOWER INMAN VALLEY,Fleurieu Peninsula
5211,SA,MCCRACKEN,Fleurieu Peninsula
5211,SA,MOUNT JAGGED,Fleurieu Peninsula
5211,SA,VICTOR HARBOR,Fleurieu Peninsula
5211,SA,WAITPINGA,Fleurieu Peninsula
5211,SA,WILLOW CREEK,Fleurieu Peninsula
5212,SA,PORT ELLIOT,Fleurieu Peninsula
5213,SA,MIDDLETON,Fleurieu Peninsula
5214,SA,CURRENCY CREEK,Fleurieu Peninsula
5214,SA,GOOLWA,Fleurieu Peninsula
5214,SA,GOOLWA BEACH,Fleurieu Peninsula
5214,SA,GOOLWA NORTH,Fleurieu Peninsula
5214,SA,GOOLWA SOUTH,Fleurieu Peninsula
5214,SA,HINDMARSH ISLAND,Fleurieu Peninsula
5214,SA,MOSQUITO HILL,Fleurieu Peninsula
5214,SA,MUNDOO ISLAND,Fleurieu Peninsula
5231,SA,CHAIN OF PONDS,Adelaide Hills
5231,SA,KERSBROOK,Adelaide Hills
5231,SA,MILLBROOK,Adelaide Hills
5232,SA,CUDLEE CREEK,Adelaide Hills
5233,SA,FORRESTON,Adelaide Hills
5233,SA,GUMERACHA,Adelaide Hills
5233,SA,KENTON VALLEY,Adelaide Hills
5234,SA,BIRDWOOD,Adelaide Hills
5235,SA,CROMER,Barossa
5235,SA,EDEN VALLEY,Barossa
5235,SA,FLAXMAN VALLEY,Barossa
5235,SA,MOUNT PLEASANT,Barossa
5235,SA,SPRINGTON,Barossa
5235,SA,TAUNTON,Barossa
5236,SA,TUNGKILLO,"Murray River, Lakes and Coorong"
5237,SA,APAMURRA,"Murray River, Lakes and Coorong"
5237,SA,MILENDELLA,"Murray River, Lakes and Coorong"
5237,SA,PALMER,"Murray River, Lakes and Coorong"
5237,SA,SANDERSTON,"Murray River, Lakes and Coorong"
5238,SA,ANGAS VALLEY,"Murray River, Lakes and Coorong"
5238,SA,BIG BEND,"Murray River, Lakes and Coorong"
5238,SA,BOLTO,"Murray River, Lakes and Coorong"
5238,SA,BOWHILL,"Murray River, Lakes and Coorong"
5238,SA,CAURNAMONT,"Murray River, Lakes and Coorong"
5238,SA,CLAYPANS,"Murray River, Lakes and Coorong"
5238,SA,COWIRRA,"Murray River, Lakes and Coorong"
5238,SA,FIVE MILES,"Murray River, Lakes and Coorong"
5238,SA,FORSTER,"Murray River, Lakes and Coorong"
5238,SA,FRAHNS,"Murray River, Lakes and Coorong"
5238,SA,FRAYVILLE,"Murray River, Lakes and Coorong"
5238,SA,JULANKA HOLDINGS,"Murray River, Lakes and Coorong"
5238,SA,LAKE CARLET,"Murray River, Lakes and Coorong"
5238,SA,MANNUM,"Murray River, Lakes and Coorong"
5238,SA,NILDOTTIE,"Murray River, Lakes and Coorong"
5238,SA,OLD TEAL FLAT,"Murray River, Lakes and Coorong"
5238,SA,PELLARING FLAT,"Murray River, Lakes and Coorong"
5238,SA,POMPOOTA,"Murray River, Lakes and Coorong"
5238,SA,PONDE,"Murray River, Lakes and Coorong"
5238,SA,PORT MANNUM,"Murray River, Lakes and Coorong"
5238,SA,PUNTHARI,"Murray River, Lakes and Coorong"
5238,SA,PURNONG,"Murray River, Lakes and Coorong"
5238,SA,ROCKY POINT,"Murray River, Lakes and Coorong"
5238,SA,TEAL FLAT,"Murray River, Lakes and Coorong"
5238,SA,WALKER FLAT,"Murray River, Lakes and Coorong"
5238,SA,WONGULLA,"Murray River, Lakes and Coorong"
5238,SA,YOUNGHUSBAND,"Murray River, Lakes and Coorong"
5238,SA,YOUNGHUSBAND HOLDINGS,"Murray River, Lakes and Coorong"
5240,SA,LENSWOOD,Adelaide Hills
5241,SA,LOBETHAL,Adelaide Hills
5242,SA,BALHANNAH,Adelaide Hills
5243,SA,OAKBANK,Adelaide Hills
5244,SA,CHARLESTON,Adelaide Hills
5244,SA,HARROGATE,Adelaide Hills
5244,SA,MOUNT TORRENS,Adelaide Hills
5244,SA,WOODSIDE,Adelaide Hills
5245,SA,HAHNDORF,Adelaide Hills
5245,SA,PAECHTOWN,Adelaide Hills
5245,SA,VERDUN,Adelaide Hills
5250,SA,BLAKISTON,Adelaide Hills
5250,SA,LITTLEHAMPTON,Adelaide Hills
5250,SA,TOTNESS,Adelaide Hills
5251,SA,BUGLE RANGES,Adelaide Hills
5251,SA,MOUNT BARKER,Adelaide Hills
5251,SA,MOUNT BARKER JUNCTION,Adelaide Hills
5251,SA,MOUNT BARKER SPRINGS,Adelaide Hills
5251,SA,MOUNT BARKER SUMMIT,Adelaide Hills
5251,SA,WISTOW,Adelaide Hills
5252,SA,BRUKUNGA,Adelaide Hills
5252,SA,DAWESLEY,Adelaide Hills
5252,SA,HAY VALLEY,Adelaide Hills
5252,SA,KANMANTOO,Adelaide Hills
5252,SA,NAIRNE,Adelaide Hills
5252,SA,ST IVES,Adelaide Hills
5253,SA,AVOCA DELL,"Murray River, Lakes and Coorong"
5253,SA,BRINKLEY,"Murray River, Lakes and Coorong"
5253,SA,BURDETT,"Murray River, Lakes and Coorong"
5253,SA,CHAPMAN BORE,"Murray River, Lakes and Coorong"
5253,SA,ETTRICK,"Murray River, Lakes and Coorong"
5253,SA,GIFFORD HILL,"Murray River, Lakes and Coorong"
5253,SA,GREENBANKS,"Murray River, Lakes and Coorong"
5253,SA,LONG FLAT,"Murray River, Lakes and Coorong"
5253,SA,MOBILONG,"Murray River, Lakes and Coorong"
5253,SA,MONTEITH,"Murray River, Lakes and Coorong"
5253,SA,MURRAWONG,"Murray River, Lakes and Coorong"
5253,SA,MURRAY BRIDGE,"Murray River, Lakes and Coorong"
5253,SA,MURRAY BRIDGE EAST,"Murray River, Lakes and Coorong"
5253,SA,MURRAY BRIDGE NORTH,"Murray River, Lakes and Coorong"
5253,SA,MURRAY BRIDGE SOUTH,"Murray River, Lakes and Coorong"
5253,SA,NORTHERN HEIGHTS,"Murray River, Lakes and Coorong"
5253,SA,RIVERGLADES,"Murray River, Lakes and Coorong"
5253,SA,RIVERGLEN,"Murray River, Lakes and Coorong"
5253,SA,SUNNYSIDE,"Murray River, Lakes and Coorong"
5253,SA,SWANPORT,"Murray River, Lakes and Coorong"
5253,SA,TOORA,"Murray River, Lakes and Coorong"
5253,SA,WHITE SANDS,"Murray River, Lakes and Coorong"
5253,SA,WILLOW BANKS,"Murray River, Lakes and Coorong"
5253,SA,WOODS POINT,"Murray River, Lakes and Coorong"
5254,SA,CALLINGTON,"Murray River, Lakes and Coorong"
5254,SA,CALOOTE,"Murray River, Lakes and Coorong"
5254,SA,MONARTO,"Murray River, Lakes and Coorong"
5254,SA,MONARTO SOUTH,"Murray River, Lakes and Coorong"
5254,SA,MYPOLONGA,"Murray River, Lakes and Coorong"
5254,SA,PALLAMANA,"Murray River, Lakes and Coorong"
5254,SA,PETWOOD,Adelaide Hills
5254,SA,ROCKLEIGH,"Murray River, Lakes and Coorong"
5254,SA,ROCKY GULLY,"Murray River, Lakes and Coorong"
5254,SA,TEPKO,"Murray River, Lakes and Coorong"
5254,SA,WALL FLAT,"Murray River, Lakes and Coorong"
5254,SA,WHITE HILL,"Murray River, Lakes and Coorong"
5254,SA,WOODLANE,"Murray River, Lakes and Coorong"
5254,SA,ZADOWS LANDING,"Murray River, Lakes and Coorong"
5255,SA,ANGAS PLAINS,Fleurieu Peninsula
5255,SA,BELVIDERE,Fleurieu Peninsula
5255,SA,BLETCHLEY,Fleurieu Peninsula
5255,SA,FINNISS,Fleurieu Peninsula
5255,SA,GEMMELLS,Fleurieu Peninsula
5255,SA,HARTLEY,Fleurieu Peninsula
5255,SA,HIGHLAND VALLEY,Fleurieu Peninsula
5255,SA,LAKE PLAINS,Fleurieu Peninsula
5255,SA,LANGHORNE CREEK,Fleurieu Peninsula
5255,SA,MOUNT OBSERVATION,Fleurieu Peninsula
5255,SA,MULGUNDAWA,"Murray River, Lakes and Coorong"
5255,SA,NALPA,"Murray River, Lakes and Coorong"
5255,SA,RED CREEK,Fleurieu Peninsula
5255,SA,SALEM,Fleurieu Peninsula
5255,SA,SANDERGROVE,Fleurieu Peninsula
5255,SA,STRATHALBYN,Fleurieu Peninsula
5255,SA,TOOPERANG,Fleurieu Peninsula
5255,SA,WILLYAROO,Fleurieu Peninsula
5255,SA,WOODCHESTER,Fleurieu Peninsula
5256,SA,CLAYTON BAY,Fleurieu Peninsula
5256,SA,MILANG,Fleurieu Peninsula
5256,SA,NURRAGI,Fleurieu Peninsula
5256,SA,POINT STURT,Fleurieu Peninsula
5256,SA,TOLDEROL,Fleurieu Peninsula
5259,SA,ASHVILLE,"Murray River, Lakes and Coorong"
5259,SA,JERVOIS,"Murray River, Lakes and Coorong"
5259,SA,KEPA,"Murray River, Lakes and Coorong"
5259,SA,LAKE ALEXANDRINA,"Murray River, Lakes and Coorong"
5259,SA,MALINONG,"Murray River, Lakes and Coorong"
5259,SA,NARRUNG,"Murray River, Lakes and Coorong"
5259,SA,NATURI,"Murray River, Lakes and Coorong"
5259,SA,POLTALLOCH,"Murray River, Lakes and Coorong"
5259,SA,WELLINGTON,"Murray River, Lakes and Coorong"
5259,SA,WELLINGTON EAST,"Murray River, Lakes and Coorong"
5260,SA,ELWOMPLE,"Murray River, Lakes and Coorong"
5260,SA,TAILEM BEND,"Murray River, Lakes and Coorong"
5261,SA,COOKE PLAINS,"Murray River, Lakes and Coorong"
5261,SA,COOMANDOOK,"Murray River, Lakes and Coorong"
5261,SA,CULBURRA,"Murray River, Lakes and Coorong"
5261,SA,KI KI,"Murray River, Lakes and Coorong"
5261,SA,YUMALI,"Murray River, Lakes and Coorong"
5262,SA,BINNUM,Limestone Coast
5262,SA,FRANCES,Limestone Coast
5262,SA,HYNAM,Limestone Coast
5262,SA,KYBYBOLITE,Limestone Coast
5263,SA,COONAWARRA,Limestone Coast
5264,SA,COORONG,"Murray River, Lakes and Coorong"
5264,SA,MENINGIE,"Murray River, Lakes and Coorong"
5264,SA,MENINGIE EAST,"Murray River, Lakes and Coorong"
5264,SA,MENINGIE WEST,"Murray River, Lakes and Coorong"
5264,SA,SALT CREEK,"Murray River, Lakes and Coorong"
5264,SA,WALTOWA,"Murray River, Lakes and Coorong"
5265,SA,COONALPYN,"Murray River, Lakes and Coorong"
5265,SA,FIELD,"Murray River, Lakes and Coorong"
5266,SA,BUNBURY,"Murray River, Lakes and Coorong"
5266,SA,COLEBATCH,"Murray River, Lakes and Coorong"
5266,SA,DEEPWATER,"Murray River, Lakes and Coorong"
5266,SA,TINTINARA,"Murray River, Lakes and Coorong"
5267,SA,BRIMBAGO,Limestone Coast
5267,SA,COOMBE,"Murray River, Lakes and Coorong"
5267,SA,KEITH,Limestone Coast
5267,SA,LAFFER,Limestone Coast
5267,SA,MAKIN,Limestone Coast
5267,SA,MCCALLUM,Limestone Coast
5267,SA,MOUNT CHARLES,Limestone Coast
5267,SA,PETHERICK,Limestone Coast
5267,SA,SHAUGH,Limestone Coast
5267,SA,SHERWOOD,Limestone Coast
5267,SA,WILLALOOKA,Limestone Coast
5267,SA,WIRREGA,Limestone Coast
5268,SA,BANGHAM,Limestone Coast
5268,SA,BORDERTOWN,Limestone Coast
5268,SA,BORDERTOWN SOUTH,Limestone Coast
5268,SA,CANNAWIGARA,Limestone Coast
5268,SA,LOWAN VALE,Limestone Coast
5268,SA,POOGINAGORIC,Limestone Coast
5268,SA,SENIOR,Limestone Coast
5268,SA,WESTERN FLAT,Limestone Coast
5269,SA,CUSTON,Limestone Coast
5269,SA,PINE HILL,Limestone Coast
5269,SA,WOLSELEY,Limestone Coast
5270,SA,BUCKINGHAM,Limestone Coast
5270,SA,CAREW,Limestone Coast
5270,SA,KONGAL,Limestone Coast
5270,SA,MUNDULLA,Limestone Coast
5270,SA,MUNDULLA WEST,Limestone Coast
5270,SA,SWEDE FLAT,Limestone Coast
5271,SA,BOOL LAGOON,Limestone Coast
5271,SA,CADGEE,Limestone Coast
5271,SA,JOANNA,Limestone Coast
5271,SA,KEPPOCH,Limestone Coast
5271,SA,KOPPAMURRA,Limestone Coast
5271,SA,LAURIE PARK,Limestone Coast
5271,SA,LOCHABER,Limestone Coast
5271,SA,MOUNT LIGHT,Limestone Coast
5271,SA,MOYHALL,Limestone Coast
5271,SA,NARACOORTE,Limestone Coast
5271,SA,PADTHAWAY,Limestone Coast
5271,SA,SPENCE,Limestone Coast
5271,SA,STEWART RANGE,Limestone Coast
5271,SA,STRUAN,Limestone Coast
5271,SA,THE GAP,Limestone Coast
5271,SA,WILD DOG VALLEY,Limestone Coast
5271,SA,WRATTONBULLY,Limestone Coast
5272,SA,COLES,Limestone Coast
5272,SA,CONMURRA,Limestone Coast
5272,SA,FOX,Limestone Coast
5272,SA,LUCINDALE,Limestone Coast
5272,SA,WOOLUMBOOL,Limestone Coast
5273,SA,AVENUE RANGE,Limestone Coast
5277,SA,COMAUM,Limestone Coast
5277,SA,GLENROY,Limestone Coast
5277,SA,MAAOUPE,Limestone Coast
5277,SA,MONBULLA,Limestone Coast
5277,SA,NANGWARRY,Limestone Coast
5277,SA,PENOLA,Limestone Coast
5277,SA,PLEASANT PARK,Limestone Coast
5277,SA,TARPEENA,Limestone Coast
5278,SA,KALANGADOO,Limestone Coast
5278,SA,KRONGART,Limestone Coast
5278,SA,MOERLONG,Limestone Coast
5278,SA,WEPAR,Limestone Coast
5279,SA,KOORINE,Limestone Coast
5279,SA,MOUNT BURR,Limestone Coast
5279,SA,MOUNT MCINTYRE,Limestone Coast
5279,SA,SHORT,Limestone Coast
5279,SA,WATTLE RANGE EAST,Limestone Coast
5280,SA,BEACHPORT,Limestone Coast
5280,SA,CANUNDA,Limestone Coast
5280,SA,CLAY WELLS,Limestone Coast
5280,SA,FURNER,Limestone Coast
5280,SA,GERMAN FLAT,Limestone Coast
5280,SA,HATHERLEIGH,Limestone Coast
5280,SA,KANGAROO INN,Limestone Coast
5280,SA,MAGAREY,Limestone Coast
5280,SA,MILLICENT,Limestone Coast
5280,SA,RENDELSHAM,Limestone Coast
5280,SA,ROCKY CAMP,Limestone Coast
5280,SA,SEBASTOPOL,Limestone Coast
5280,SA,SOUTHEND,Limestone Coast
5280,SA,TANTANOOLA,Limestone Coast
5280,SA,THORNLEA,Limestone Coast
5280,SA,WATTLE RANGE,Limestone Coast
5290,SA,MOUNT GAMBIER,Limestone Coast
5291,SA,ALLENDALE EAST,Limestone Coast
5291,SA,BLACKFELLOWS CAVES,Limestone Coast
5291,SA,BURRUNGULE,Limestone Coast
5291,SA,CAPE DOUGLAS,Limestone Coast
5291,SA,CAROLINE,Limestone Coast
5291,SA,CARPENTER ROCKS,Limestone Coast
5291,SA,CAVETON,Limestone Coast
5291,SA,COMPTON,Limestone Coast
5291,SA,DISMAL SWAMP,Limestone Coast
5291,SA,DONOVANS,Limestone Coast
5291,SA,EIGHT MILE CREEK,Limestone Coast
5291,SA,GERMAN CREEK,Limestone Coast
5291,SA,GLENBURNIE,Limestone Coast
5291,SA,GLENCOE,Limestone Coast
5291,SA,KONGORONG,Limestone Coast
5291,SA,MIL-LEL,Limestone Coast
5291,SA,MINGBOOL,Limestone Coast
5291,SA,MOORAK,Limestone Coast
5291,SA,MOUNT SCHANK,Limestone Coast
5291,SA,NENE VALLEY,Limestone Coast
5291,SA,OB FLAT,Limestone Coast
5291,SA,PELICAN POINT,Limestone Coast
5291,SA,PORT MACDONNELL,Limestone Coast
5291,SA,RACECOURSE BAY,Limestone Coast
5291,SA,SQUARE MILE,Limestone Coast
5291,SA,SUTTONTOWN,Limestone Coast
5291,SA,WANDILO,Limestone Coast
5291,SA,WORROLONG,Limestone Coast
5291,SA,WYE,Limestone Coast
5291,SA,YAHL,Limestone Coast
5301,SA,CARCUMA,"Murray River, Lakes and Coorong"
5301,SA,GERANIUM,"Murray River, Lakes and Coorong"
5301,SA,JABUK,"Murray River, Lakes and Coorong"
5301,SA,MOORLANDS,"Murray River, Lakes and Coorong"
5301,SA,NETHERTON,"Murray River, Lakes and Coorong"
5301,SA,PARRAKIE,"Murray River, Lakes and Coorong"
5301,SA,PEAKE,"Murray River, Lakes and Coorong"
5301,SA,SHERLOCK,"Murray River, Lakes and Coorong"
5302,SA,LAMEROO,"Murray River, Lakes and Coorong"
5302,SA,NGARKAT,"Murray River, Lakes and Coorong"
5303,SA,PARILLA,"Murray River, Lakes and Coorong"
5304,SA,KARTE,"Murray River, Lakes and Coorong"
5304,SA,KRINGIN,Riverland
5304,SA,PEEBINGA,Riverland
5304,SA,PINNAROO,"Murray River, Lakes and Coorong"
5306,SA,WYNARKA,"Murray River, Lakes and Coorong"
5307,SA,KAROONDA,"Murray River, Lakes and Coorong"
5307,SA,MARAMA,"Murray River, Lakes and Coorong"
5308,SA,COPEVILLE,"Murray River, Lakes and Coorong"
5308,SA,GALGA,"Murray River, Lakes and Coorong"
5308,SA,MANTUNG,"Murray River, Lakes and Coorong"
5308,SA,MERCUNDA,"Murray River, Lakes and Coorong"
5308,SA,PERPONDA,"Murray River, Lakes and Coorong"
5309,SA,BORRIKA,"Murray River, Lakes and Coorong"
5309,SA,HALIDON,"Murray River, Lakes and Coorong"
5309,SA,MINDARIE,"Murray River, Lakes and Coorong"
5309,SA,SANDALWOOD,"Murray River, Lakes and Coorong"
5310,SA,CALIPH,Riverland
5310,SA,WANBI,"Murray River, Lakes and Coorong"
5311,SA,ALAWOONA,Riverland
5311,SA,BILLIATT,Riverland
5311,SA,BUGLE HUT,Riverland
5311,SA,MAGGEA,Riverland
5311,SA,MALPAS,Riverland
5311,SA,MERIBAH,Riverland
5311,SA,PARUNA,Riverland
5311,SA,SCHELL WELL,Riverland
5311,SA,TALDRA,Riverland
5311,SA,TAPLAN,Riverland
5311,SA,VEITCH,Riverland
5311,SA,WOODLEIGH,Riverland
5311,SA,WUNKAR,Riverland
5320,SA,BEATTY,Riverland
5320,SA,BEAUMONTS,Riverland
5320,SA,BRENDA PARK,Riverland
5320,SA,BUNDEY,Clare Valley
5320,SA,EBA,Riverland
5320,SA,LINDLEY,Riverland
5320,SA,MAUDE,Riverland
5320,SA,MORGAN,Riverland
5320,SA,MORPHETTS FLAT,Riverland
5320,SA,MURBKO,Riverland
5320,SA,NORTH WEST BEND,Riverland
5320,SA,STUART,Riverland
5320,SA,WOMBATS REST,Riverland
5321,SA,CADELL,Riverland
5321,SA,CADELL LAGOON,Riverland
5322,SA,GOLDEN HEIGHTS,Riverland
5322,SA,QUALCO,Riverland
5322,SA,RAMCO,Riverland
5322,SA,RAMCO HEIGHTS,Riverland
5322,SA,SUNLANDS,Riverland
5330,SA,BOOLGUN,Riverland
5330,SA,DEVLINS POUND,Riverland
5330,SA,GOOD HOPE LANDING,Riverland
5330,SA,HOLDER,Riverland
5330,SA,HOLDER SIDING,Riverland
5330,SA,KANNI,Riverland
5330,SA,LOWBANK,Riverland
5330,SA,MARKARANKA,Riverland
5330,SA,OVERLAND CORNER,Riverland
5330,SA,POOGINOOK,Riverland
5330,SA,STOCKYARD PLAIN,Riverland
5330,SA,TAYLORVILLE,Riverland
5330,SA,TAYLORVILLE STATION,Flinders Ranges and Outback
5330,SA,WAIKERIE,Riverland
5330,SA,WIGLEY FLAT,Riverland
5330,SA,WOOLPUNDA,Riverland
5331,SA,KINGSTON ON MURRAY,Riverland
5332,SA,MOOROOK,Riverland
5332,SA,MOOROOK SOUTH,Riverland
5332,SA,WAPPILKA,Riverland
5332,SA,YINKANIE,Riverland
5333,SA,BOOKPURNONG,Riverland
5333,SA,LOXTON,Riverland
5333,SA,LOXTON NORTH,Riverland
5333,SA,NEW RESIDENCE,Riverland
5333,SA,PATA,Riverland
5333,SA,PYAP,Riverland
5333,SA,PYAP WEST,Riverland
5340,SA,MUNDIC CREEK,Riverland
5340,SA,MURTHO,Riverland
5340,SA,PARINGA,Riverland
5340,SA,PIKE RIVER,Riverland
5340,SA,WONUARRA,Riverland
5340,SA,YAMBA,Riverland
5341,SA,CALPERUM STATION,Flinders Ranges and Outback
5341,SA,CHAFFEY,Riverland
5341,SA,CHOWILLA,Flinders Ranges and Outback
5341,SA,COOLTONG,Riverland
5341,SA,CRESCENT,Riverland
5341,SA,OLD CALPERUM,Riverland
5341,SA,RENMARK,Riverland
5341,SA,RENMARK NORTH,Flinders Ranges and Outback
5341,SA,RENMARK SOUTH,Riverland
5341,SA,RENMARK WEST,Riverland
5342,SA,MONASH,Riverland
5343,SA,BERRI,Riverland
5343,SA,GERARD,Riverland
5343,SA,GURRA GURRA,Riverland
5343,SA,LYRUP,Riverland
5343,SA,WINKIE,Riverland
5344,SA,GLOSSOP,Riverland
5345,SA,BARMERA,Riverland
5345,SA,LOVEDAY,Riverland
5345,SA,SPECTACLE LAKE,Riverland
5346,SA,COBDOGLA,Riverland
5350,SA,ROSEDALE,Barossa
5350,SA,SANDY CREEK,Barossa
5351,SA,ALTONA,Barossa
5351,SA,BAROSSA GOLDFIELDS,Barossa
5351,SA,COCKATOO VALLEY,Barossa
5351,SA,LYNDOCH,Barossa
5351,SA,MOUNT CRAWFORD,Barossa
5351,SA,PEWSEY VALE,Barossa
5351,SA,WILLIAMSTOWN,Barossa
5352,SA,BETHANY,Barossa
5352,SA,GOMERSAL,Barossa
5352,SA,KRONDORF,Barossa
5352,SA,ROWLAND FLAT,Barossa
5352,SA,STONE WELL,Barossa
5352,SA,TANUNDA,Barossa
5352,SA,VINE VALE,Barossa
5353,SA,ANGASTON,Barossa
5353,SA,BLACK HILL,"Murray River, Lakes and Coorong"
5353,SA,CAMBRAI,"Murray River, Lakes and Coorong"
5353,SA,KEYNETON,"Murray River, Lakes and Coorong"
5353,SA,LANGS LANDING,"Murray River, Lakes and Coorong"
5353,SA,MOCULTA,Barossa
5353,SA,MOUNT MCKENZIE,Barossa
5353,SA,PENRICE,Barossa
5353,SA,PUNYELROO,"Murray River, Lakes and Coorong"
5353,SA,SEDAN,"Murray River, Lakes and Coorong"
5353,SA,SUNNYDALE,"Murray River, Lakes and Coorong"
5353,SA,TOWITTA,"Murray River, Lakes and Coorong"
5354,SA,BAKARA,"Murray River, Lakes and Coorong"
5354,SA,BAKARA WELL,"Murray River, Lakes and Coorong"
5354,SA,FISHER,"Murray River, Lakes and Coorong"
5354,SA,MARKS LANDING,"Murray River, Lakes and Coorong"
5354,SA,NAIDIA,Riverland
5354,SA,SWAN REACH,"Murray River, Lakes and Coorong"
5355,SA,DAVEYSTON,Barossa
5355,SA,EBENEZER,Barossa
5355,SA,LIGHT PASS,Barossa
5355,SA,MARANANGA,Barossa
5355,SA,MOPPA,Barossa
5355,SA,NURIOOTPA,Barossa
5355,SA,SEPPELTSFIELD,Barossa
5355,SA,STOCKWELL,Barossa
5356,SA,ANNADALE,Riverland
5356,SA,DUTTON,Clare Valley
5356,SA,DUTTON EAST,Riverland
5356,SA,SANDLETON,Riverland
5356,SA,STEINFELD,Riverland
5356,SA,ST KITTS,Barossa
5356,SA,TRURO,Riverland
5357,SA,BLANCHETOWN,Riverland
5357,SA,MCBEAN POUND,Riverland
5357,SA,NEW WELL,Riverland
5357,SA,NOTTS WELL,Riverland
5357,SA,PAISLEY,Riverland
5360,SA,GREENOCK,Barossa
5360,SA,NAIN,Barossa
5371,SA,MORN HILL,Barossa
5371,SA,ROSEWORTHY,Barossa
5371,SA,SHEA-OAK LOG,Barossa
5371,SA,TEMPLERS,Barossa
5372,SA,FREELING,Barossa
5373,SA,ALLENDALE NORTH,Barossa
5373,SA,BAGOT WELL,Barossa
5373,SA,BETHEL,Barossa
5373,SA,FORDS,Barossa
5373,SA,HAMILTON,Barossa
5373,SA,KAPUNDA,Barossa
5373,SA,KOONUNGA,Barossa
5373,SA,ST JOHNS,Barossa
5374,SA,AUSTRALIA PLAINS,Clare Valley
5374,SA,BOWER,Clare Valley
5374,SA,BROWNLOW,Clare Valley
5374,SA,BUCHANAN,Clare Valley
5374,SA,EUDUNDA,Clare Valley
5374,SA,FRANKTON,Clare Valley
5374,SA,HAMPDEN,Clare Valley
5374,SA,HANSBOROUGH,Clare Valley
5374,SA,JULIA,Clare Valley
5374,SA,MOUNT MARY,Riverland
5374,SA,NEALES FLAT,Clare Valley
5374,SA,NGAPALA,Clare Valley
5374,SA,PEEP HILL,Clare Valley
5374,SA,POINT PASS,Clare Valley
5374,SA,SUTHERLANDS,Clare Valley
5381,SA,BRADY CREEK,Clare Valley
5381,SA,BRIGHT,Clare Valley
5381,SA,EMU DOWNS,Clare Valley
5381,SA,GERANIUM PLAINS,Clare Valley
5381,SA,HALLELUJAH HILLS,Clare Valley
5381,SA,ROBERTSTOWN,Clare Valley
5381,SA,ROCKY PLAIN,Clare Valley
5381,SA,WORLDS END,Clare Valley
5400,SA,MAGDALA,Barossa
5400,SA,PINKERTON PLAINS,Barossa
5400,SA,WASLEYS,Barossa
5400,SA,WOOLSHEDS,Barossa
5401,SA,ALMA,Yorke Peninsula
5401,SA,HAMLEY BRIDGE,Yorke Peninsula
5401,SA,SALTER SPRINGS,Yorke Peninsula
5410,SA,LINWOOD,Barossa
5410,SA,STOCKPORT,Clare Valley
5411,SA,GILES CORNER,Clare Valley
5411,SA,TARLEE,Clare Valley
